text,label,notes
"It's just tiresome to litigate this over and over and over, especially when the original argument has been misconstrued and blown out of proportion--but that's the internet for you! 

Scorsese is still making some of the most important work of his career, and he continues to make movies that are thoughtful and well-crafted. He's also one of our major advocates for preservation and film history. His whole thing is just, ""These movies aren't for me, and I wish we got different kinds of films that aren't afraid to be a little challenging.""

 And honestly, I think Scorsese is being vindicated. Comic book movies are flopping more frequently. The model of interconnected storytelling is overwhelming audiences, especially since the quality is diminishing. Meanwhile, a three-hour biopic like Oppenheimer has made nearly $1 billion worldwide. Yeah, IP-driven fare is still going strong, and even Oppy is still coasting on the brand of ""Christopher Nolan."" But people still want to go to the movies, and we are beginning to see the tides turn in favor of more audacious storytelling.",argument,
"Indeed. 
But if I recall correctly the audio is edited to isolate that line. I could be wrong though.",argument,"cites a specific audio-editing detail but hedged (""I could be wrong"")"
"I see this is going nowhere... I'm having to repeat myself to you.   
Why do you say ""This is all you"" No it's not. I didn't make to movie! I am saying what happened in the movie.   
1. ""Men more specifically."" Well yeah! They were men. Where did I lie?  


2. ""One man assauled(...) Other man raped(...) Same man stood by(...) it's these selfish twisted men destroying lifes."" Again, point to where I lied. I just stated what happened. It is a fact. You're the one seeing misandry here. I am just seeing men doing bad things in this movie. I didn't say men are inherently evil, that would be misandry.   


Why did you say ""Exactly. A woman is the victim. Men are the bad guys."" 🤣 WHAT! You inserted men as a whole in to this when it was just one man raping her that was a bad guy.  


Also how incredibly convenient of you to completely ignore the Caspar Noe quote. 

I'll leave this convo here and move on to letterboxd or something lol. My brain is falling apart.",argument,
"the audience knows he's a ""normie"" when he starts listening to the fucking Smiths lmao, his arc is him coming to terms with the fact that he isn't exceptional and is just like everyone else. why does it matter if the audience knows that already?",argument,
"I loved that he's in that position at the end of the film and there's still a sense of intense paranoia, the way a curtain moves in the background, their body language, the way his face twitches.",argument,
"I read your substack article with interest, and subbed also. 

I would tend to agree with your general comments while disagreeing about the effectiveness of the scenario given as a thriller. 

If Fassbender is a sociopath truly without empathy, why does he care what happens to his partner? Why all the self-talk trying to convince himself that he's really such a stone-cold killer? Do stone-cold killers like songs about shyness and writing poetry to girls in Luxemburg? 

And if he's really a normie after all, why don't we ever come to care about him? Why does he commit murders like that of the taxi driver or the secretary without hesitation? 

For me the film is not convincing enough to be a serious thriller, and not wacky enough to be a satire. It sits uncomfortably in the middle and doesn't entertain much.  It could be a meta commentary on Fincher himself but that doesn't satisfy me much either. 

For a dead serious drama-thriller I'd prefer something like ***Le Samourai***, for a wild entertainment ***Leon*** or ***John Wick***, and for something quirky and whimsical, Ghost Dog.",argument,
"I loved that he's in that position at the end of the film and there's still a sense of intense paranoia, the way a curtain moves in the background, their body language, the way his face twitches.",argument,
"But not always Fincher's style. ***Zodiac*** is extremely emotional both with regard to Jake Gyllenhaal's character, his wife Chloe Sevigny and his friend Robert Downey Jr. Though it is a highly procedural thriller, the core of the story is about the emotional toll all the murder has had on these people and even to some extent on the cop played by Mark Ruffalo.

Meanwhile ***Gone Girl*** is effective, I would argue, precisely because of the way Rosamund  Pike's psycho character impacts on the emotional mess of her husband Ben Affleck. He's flawed of course, selfish and dishonest, but has an emotional core that reacts strongly to his indignities and he cares a lot for his sister.",argument,
"It felt as close to an exercise in boredom as one can get. It is as if Fincher looked at John Wick and thought: how about that, but I’ll make it absurdingly boring. Oh, and the fight scenes? Pitch black, let’s make ‘em squint their eyes. I mean, I get it. I got it all. I just think that the movie could have been an email.",argument,"cites the pitch-black fight scenes and John Wick comparison, borderline decorative"
">Who here agrees that *Chimes at Midnight* is the best Shakespeare adaptation ever?

I do!

I think in a very close second is the Russian *Gamlet* (*Hamlet*) (1964).  Brilliant adaptation, and supposedly Shakespeare devotees Kenneth Branagh and John Gielgud consider it the definitive *Hamlet* adaptation.

Of course *Ran* (1985) and *Throne of Blood* (1957) are high up there, but I'm a bit torn on how to count them.  *Gamlet* preserves the full story and setting, only changing the language, whereas *Ran* uses *King Lear* (and an historical episode) as a jumping off-point.

Either way, I think *Chimes at Midnight* is the best, with a lot of great ones up there as well.",argument,
"Eh, I’d say that Zodiac still handles the emotional toll of the story in a cold way. 

I’d also say that Gone Girl would have been more interesting if Rosamund Pike’s character wasn’t so hollow. One of the weirdest acting choices I’ve seen was for Pike to put on a some sort of femme fatale voice for that role. You got to play against expectations there and she didn’t. 

I mean, he does a lot of movies about people doing horrific acts. If he really went into the emotional reality of these stories, they’d be too grim to watch. Can you imagine watching Seven if it wasn’t done in Fincher’s detached style?",argument,
"Hell, one of the great details of this movie was that the obviousness of his false aliases went completely unnoticed by every single person who saw them. The movie wants to make that point too!

An interesting thing I noticed in the streaming era is that a lot of this so-called ""content"" is designed to just be on. In the background. Playing in your earbuds while you multitask at work. Made to ask if you are still watching it after you fell asleep barely paying attention to it. Etcetera etcetera. I wonder if there is a contrasting dialogue of those who chose to see The Killer in the theater, where they were perhaps more intently engaged with the film, versus those who conveniently and/or casually watched it at home. The internet has made us all critics and the streaming era made us all consume more things we feel entitled to criticize.",argument,
"The very beginning is also extremely unsettling in cinemas. I think anyone under 12 might get super spooked. That and the gore (the cutting open of the shark, the injured pelican, the rock scene…)",argument,
"I thought the film was an extremely fun teen satire, however, i do think the film falls into its own trap and fails to fully capitalize on its own premise.

The film ostensibly wants to be a parody of teen comedies. It lampoons the genre to extremes and plays with the classic archetypes as you say.

But the movie also wants to be a sincere attempt at placing lesbians at the centerstage, and still tries to keep focus on the central friend conflict that we have seen in all the teen comedies it is trying to satirize.

In essence, it wants to have its cake and eat it too. It wants to make fun of all the teen comedies that came before while falling victim to the tropes it is trying to make fun of.

And so though I had an absolute blast at times, I couldnt help but feel a little wanting. I think this is most heavily illustrated through the character of hazel. Hazel gets done dirty by both story devices. She is too over-the-top for the sincere high school rom-com, but too intimately detailed for the outrageous parody. She seems stuck in the middle where she doesnt get enough screen time or development to feel like anything more than a tertiary character, but she is one of the movers and shakers of the plot.= that deserves more understanding.

Compared to two all time teen comedy classics that more confidently stick to their respective genres - Better Off Dead and Superbad - I think Bottoms fails to really strike the right balance and never makes its way to bonafide hit. But my god it is a breath of fresh air in a sea of mediocre comedies that I really couldnt care. Marshawn Lynch was hysterical and some of the background details had me rolling.",argument,
"> I didn't make to movie! 

No, but you're the one who chooses to read some statement about gender issues into it and focus only on the fact that ""IT WAS ALL MEN!!!!!!!""

It is of course everybody's right to interpret a piece of art in accordance with their personal ideology, but I'm just saying that I think your discernment comes far out of left field (pun intended).

Because the indisputable fact remains that this is a movie which tries to illustrate that ""Time destroys everything."" That's it.

As such, Noe could just as well have filmed a beautiful building breaking down over time, or a piece of fruit slowly rotting, or just a close-up of a person's smile fading away. It would all illustrate the same thing, only that wouldn't have been quite as dramatic, now would it?

However, like I've already written in numerous other posts here, he does use a plethora of other methods to hammer his point in. And the music, colors and camera movements all go from a state of harmonic tranquility to utter chaos.

BTW, your quote from Gaspar was obviously just one of his (famously) tongue in cheek responses to silly questions like this, which he is known to give at every opportunity :)",argument,
"> People who don’t have empathy don’t have to constantly tell themselves to not empathize with others.
> 
> That’s a problem that I have with the movie. Fassbender plays the character as too cold when the entire narration is dedicated to him trying to detach himself from what he’s doing.

But that was what the point of the movie was for me.

The Killer is a very, very deadpan comedy. More so than a thriller. It's a film about the lies we tell ourselves in order to justify our existence, it's about the way assassins (and especially movies about assassins) lionise them in a way that makes them seem cool and superhuman, when here Fassbender's character is not only kind of shit at his job, but seems like a bit of a dolt.

He spends so much of the film justifying his actions and believing in his own exceptionalism and how he's different from everyone else, and yet the tools of his trade are some of the biggest corporations in the world - WeWork, McDonalds, Hertz, Amazon.

Every single mantra he repeats to himself - ""Stick to the plan"", ""Only kill who you're paid to kill"", ""Empathy is weakness"" - he breaks over the course of the film. His disguise is wearing a white linen suit and Hawaiian shirt. He calculates exactly how many minutes it will take for the Lawyer to die by nails to the lung, only for the man to die immediately on him. All of this is extremely funny to me, and I think it's meant to be.

Fincher has a very dark sense of humour, to the point where most of his films I would say are pretty damn funny. The Killer feels to me a bit like Fight Club in the way it's been misunderstood or misinterpreted, and if you watch it purely as a surface-level, John Wick or Jason Bourne-esque thriller, it's lacking. But to me he takes the pulpy ""wronged assassin"" genre and tries to elevate it by having the entire film and main character telling us it's one thing, but instead being something entirely different.

I'm not saying that means it works for everyone (the consensus I've seen online is that it's a mediocre film), and I personally think it's a minor Fincher work. But I still think it's more clever and interesting than it first appears to be, and perhaps is a victim of the glut of ""badass assassins out for revenge"" movies that have been made over the past two decades that people are taking it entirely at face value and IMO misinterpreting what it's actually doing.",argument,
